1.089339908399272244e+06 4.349782783634132706e+06
1.089341660086262506e+06 4.349784206140480936e+06
1.089343411773252767e+06 4.349785628646829166e+06
1.089345163460243028e+06 4.349787051153176464e+06
1.089346915147233522e+06 4.349788473659524694e+06
1.089348666834223783e+06 4.349789896165872924e+06
1.089350418521214044e+06 4.349791318672221154e+06
1.089352170208204538e+06 4.349792741178569384e+06
1.089353921895194799e+06 4.349794163684917614e+06
1.089355673582185060e+06 4.349795586191264912e+06
1.089357425269175554e+06 4.349797008697613142e+06
1.089359176956165815e+06 4.349798431203961372e+06
1.089360928643156076e+06 4.349799853710309602e+06
1.089362680330146570e+06 4.349801276216657832e+06
1.089364432017136831e+06 4.349802698723006062e+06
1.089366183704127092e+06 4.349804121229353361e+06
1.089367935391117586e+06 4.349805543735701591e+06
1.089369687078107847e+06 4.349806966242049821e+06
1.089371438765098108e+06 4.349808388748398051e+06
1.089373190452088602e+06 4.349809811254746281e+06
1.089374942139078863e+06 4.349811233761093579e+06
1.089376693826069124e+06 4.349812656267441809e+06
1.089378445513059618e+06 4.349814078773790039e+06
1.089380197200049879e+06 4.349815501280138269e+06
1.089381948887040140e+06 4.349816923786486499e+06
1.089383700574030634e+06 4.349818346292834729e+06
1.089385452261020895e+06 4.349819768799182028e+06
1.089387203948011156e+06 4.349821191305530258e+06
1.089388955635001650e+06 4.349822613811878487e+06
1.089390707321991911e+06 4.349824036318226717e+06
1.089392459008982172e+06 4.349825458824574947e+06
1.089394210695972433e+06 4.349826881330923177e+06
1.089393922507204814e+06 4.349828909843284637e+06
1.089393369139139308e+06 4.349830860133275390e+06
1.089392815771073569e+06 4.349832810423266143e+06
1.089392262403008062e+06 4.349834760713256896e+06
1.089391709034942556e+06 4.349836711003247648e+06
1.089391155666877050e+06 4.349838661293238401e+06
1.089390602298811544e+06 4.349840611583230086e+06
1.089390048930746038e+06 4.349842561873220839e+06
1.089389495562680531e+06 4.349844512163211592e+06
1.089388942194615025e+06 4.349846462453202344e+06
1.089388388826549519e+06 4.349848412743193097e+06
1.089387835458484013e+06 4.349850363033183850e+06
1.089387282090418506e+06 4.349852313323175535e+06
1.089386728722353000e+06 4.349854263613166288e+06
1.089386175354287261e+06 4.349856213903157040e+06
1.089385621986221755e+06 4.349858164193147793e+06
1.089385068618156249e+06 4.349860114483138546e+06
1.089384515250090742e+06 4.349862064773129299e+06
1.089383961882025236e+06 4.349864015063120052e+06
1.089383408513959730e+06 4.349865965353111736e+06
1.089382855145894224e+06 4.349867915643102489e+06
1.089382301777828718e+06 4.349869865933093242e+06
1.089381748409763211e+06 4.349871816223083995e+06
1.089381195041697705e+06 4.349873766513074748e+06
1.089380641673632199e+06 4.349875716803065501e+06
1.089380088305566693e+06 4.349877667093056254e+06
1.089379534937501187e+06 4.349879617383047938e+06
1.089378981569435447e+06 4.349881567673038691e+06
